,Reviewer Name,Review Rate,Review Time,Review Comment
1881,Tu1992 Le,5 sao,2 năm trước,Rây tốt. Nhân viên phục vụ rất nhiệt tình
1882,Tien Tran,5 sao,một năm trước,Quán ổn nha kh có gì chê
1883,Vu Phan,5 sao,một năm trước,"Nhân viên nhiệt tình, không gian thoáng"
1884,minhquan nguyen,4 sao,một năm trước,Tạm ổn và oki
1885,Khuong Le,5 sao,2 năm trước,"Quán tuyệt vời, không gian rộng, thoải mái."
1886,Thị Minh Trang Lê,5 sao,một năm trước,Quán đông nhưng khá tốt
1887,Đoàn Trần,5 sao,7 tháng trước,"Coffee ngon, bánh mỳ chuẩn"
1888,Thuan Duong Nguon,5 sao,8 tháng trước,Quán thoáng mát lịch sự
1889,Cẩm Nguyên Hồ Nguyễn,5 sao,10 tháng trước,Nhân viên thân thiện lắm
1890,Nguyen Trang,5 sao,11 tháng trước,"Vị trí thuận tiện, nhiều chỗ ngồi"
1891,Ben Khanh,5 sao,một năm trước,Thích nhất ly matcha trà xanh.
1892,Thái,4 sao,2 năm trước,Quán hơi nhỏ và ít ghế ngồi
1893,Thi Lư Nữ Yến,1 sao,8 tháng trước,Nhân viên hơi tệ
1894,Vinh Phi Thang,5 sao,9 tháng trước,quán khá oke
1895,Mỹ Hoàng Thái,5 sao,11 tháng trước,Nước ok
1896,Quang Đức Thắng,5 sao,một năm trước,Oke. Nước uống ngon
1897,Ha Luong,5 sao,8 tháng trước,Cafe ngon
1898,Đình Vinh Lưu,4 sao,một năm trước,"Đông, k có chỗ ngồi"
1899,Hong Hanh Doan,4 sao,một năm trước,Ổn nè
1900,Nguyen Son,5 sao,2 năm trước,Nước lúc nào cũng ngon
1901,Vũ Paulo,5 sao,một năm trước,Quán okay nhé
1902,Thang nguyen ngoc,4 sao,một năm trước,"Phòng mát, hơi nhỏ"
1903,Ly Khang Nguyen,5 sao,2 năm trước,Quán yêu thích của mình
1904,Đắng Thuốc,4 sao,2 năm trước,Tuyệt vời
1905,Chí Nguyễn,5 sao,2 năm trước,Cà phê chuẩn vị.
1906,Hoàng Huy,5 sao,một năm trước,View đẹp
1907,thai hoang,1 sao,một năm trước,Tệ
1908,Phuong Vo,5 sao,một năm trước,Thoáng mát
1909,Thức Trần,5 sao,một tháng trước,"Không gian ấm cúng cho người yêu cà phê, ngay ngã tư với view công viên"
1910,Patrick Frewein,1 sao,2 tháng trước,"Chúng tôi muốn uống cà phê và chơi bài. Tuy nhiên, chúng tôi đã được thông báo rằng nó không được phép chơi tại bàn. Đồ uống là ok."
1911,Hanh Tran,4 sao,một năm trước,"Nhân viên thân thiện, dịch vụ nhanh chóng và đồ uống phong nha. Cheesecake thì đúng kiểu Việt Nam hơn, thiếu độ béo và mịn của chees …"
1912,Thiên Thuận Official,5 sao,2 tháng trước,Tất cả mười đi …
1913,Gi Jo,4 sao,2 năm trước,Cách công viên Hòa Bình chỉ vài bước chân. Dễ dàng vào và mua một tách cà phê hoặc trà. Nhưng nay phải đặt hàng online hoặc mang đi vì giãn cách xã hội toàn TP.HCM từ ngày 31.05.2021.
1914,Ân Nguyễn Đình,4 sao,một năm trước,Luôn luôn là một thương hiệu tốt và cà phê ngon và giá cả hợp lý nhưng c …
1915,Thanh Nguyen,4 sao,một tháng trước,0k
1916,Tizane Teo,3 sao,7 tháng trước,Đồ uống của họ khá ngọt
1917,Ngọc Trần,4 sao,9 tháng trước,N/A
1918,Thái Trần,4 sao,2 năm trước,Thư giãn cuối tuần tại HL thực sự là một lựa chọn t …
1919,Teo Tran,5 sao,6 tháng trước,"OK,👍👍 …"
1920,Thanh Nguyen Chi,4 sao,một năm trước,N/A
1921,Trình Nguyễn,4 sao,9 tháng trước,Khá đông đúc.
1922,Thùy Lam Trần thị,5 sao,một năm trước,N/A
1923,Speed Tests,5 sao,một năm trước,Nó đẹp.
1924,tien pham,5 sao,2 năm trước,Cà phê và bánh ngon
1925,duy pham,5 sao,3 tháng trước,N/A
1926,Jimmy Herrera,5 sao,5 tháng trước,nơi yêu th …
1927,Denny Jo,5 sao,4 tháng trước,N/A
1928,Kano TV,5 sao,6 tháng trước,N/A
1929,Phước Nguyễn,5 sao,8 tháng trước,N/A
1930,Orion Ky,4 sao,8 tháng trước,N/A
1931,rau heni,3 sao,10 tháng trước,N/A
1932,Van VietNam,2 sao,một năm trước,Bình t …
1933,Hồng Nhật Phú,5 sao,một năm trước,Đư …
1934,"Piercing, Gâm Bi , Barber& Tattoo Saigon sincity",1 sao,10 tháng trước,👍👍👍👍👍👍 …
1935,Hải Long Phạm Hoàng,5 sao,10 tháng trước,N/A
1936,Ken Chau,3 sao,một năm trước,N/A
1937,Cuong Chau,3 sao,một năm trước,N/A
1938,Nguyen Quang Vinh,3 sao,một năm trước,N/A
1939,pham vlog,5 sao,một năm trước,N/A
1940,Kawaii Yến,5 sao,một năm trước,N/A
1941,Luan Tran,5 sao,2 năm trước,Oki
1942,Hiếu Đoàn,5 sao,2 năm trước,Đư …
1943,Ngân Lê Thị Kim,5 sao,7 tháng trước,N/A
1944,Tina Linh,4 sao,một năm trước,N/A
1945,Vu Nguyen,4 sao,một năm trước,N/A
1946,Phong Do,5 sao,một tháng trước,N/A
1947,Tony Hoang,3 sao,một năm trước,N/A
1948,nguyendo haitram,3 sao,11 tháng trước,N/A
1949,Dat Nguyen,4 sao,7 tháng trước,N/A
1950,Đạt Danh,3 sao,2 năm trước,N/A
1951,Tâm Võ,1 sao,8 tháng trước,N/A
1952,Alex Lui,5 sao,10 tháng trước,N/A
1953,Nhã Phạm,4 sao,một năm trước,N/A
1954,Yin Xianying (Krystal Ying),4 sao,3 tháng trước,N/A
1955,L K,4 sao,11 tháng trước,N/A
1956,Jessica Ha,5 sao,một năm trước,N/A
1957,ANH LUONGNGOC,5 sao,9 tháng trước,N/A
1958,Minh Nguyễn,5 sao,một năm trước,N/A
1959,escvaca Luu,5 sao,5 tháng trước,N/A
1960,Kim Jt,3 sao,2 năm trước,N/A
1961,Nguyễn Thị Hồng Diễm,4 sao,6 tháng trước,N/A
1962,Katie Vo,5 sao,một năm trước,N/A
1963,Thanh Nguyen Phan,4 sao,một năm trước,N/A
1964,Diễm Diễm,5 sao,8 tháng trước,N/A
1965,Hoang Hung Ngo,5 sao,một năm trước,N/A
1966,ngyen dat,1 sao,một năm trước,N/A
1967,Trung Ngo Quoc,3 sao,một tháng trước,N/A
1968,Tịnh Sinh,5 sao,11 tháng trước,N/A
1969,Changgg,5 sao,2 năm trước,N/A
1970,Mỹ Anh Hồ,5 sao,2 tháng trước,N/A
1971,DUYÊN PHƯƠNG,5 sao,một năm trước,N/A
1972,Nguyễn Thị Hải,5 sao,10 tháng trước,N/A
1973,Sài Gòn Đông,5 sao,một năm trước,N/A
1974,Phúc Nguyễn Thiên,4 sao,một năm trước,N/A
1975,Giang Ngân,5 sao,9 tháng trước,N/A
1976,Truong An Nguyen,5 sao,một năm trước,N/A
1977,Sâm Dương,4 sao,2 năm trước,N/A
1978,Bảo Hồ,5 sao,1 ngày trước,N/A
1979,Dinh Duy,5 sao,một tháng trước,N/A
1980,Nhựt Nguyễn,4 sao,2 năm trước,N/A
1981,Quang Lâm,5 sao,3 giờ trước,Tốt
1982,Lưu Vũ,5 sao,9 tháng trước,N/A
1983,Hồng Hạnh,5 sao,một năm trước,N/A
1984,Jason’s Mom,5 sao,một năm trước,N/A
1985,Alexander Vizzhachiy,5 sao,một năm trước,N/A
1986,Thành Phước Hứa,1 sao,một năm trước,N/A
1987,Sang Huynh,5 sao,một năm trước,N/A
1988,Luom Nguyễn,5 sao,2 năm trước,N/A
1989,Kim xuân Võ,5 sao,2 tháng trước,N/A
1990,Bùi Đại Quốc Thiên,5 sao,một năm trước,N/A
1991,Thái Nguyên,5 sao,2 năm trước,N/A
1992,Hải Võ,3 sao,một năm trước,N/A
1993,Cao Nguyễn Ngọc,5 sao,một năm trước,N/A
1994,Quang Duy Phan,5 sao,một tháng trước,N/A
1995,Minh Duc Ta,5 sao,một năm trước,N/A
1996,Quynh Giao Le,4 sao,2 năm trước,N/A
1997,Phong Huynh,5 sao,2 tháng trước,N/A
1998,Trung Bui,5 sao,3 tháng trước,N/A
1999,Henry Wong 8081,4 sao,2 năm trước,N/A
2000,Đông Bùi Đình,5 sao,một năm trước,N/A
2001,Bui Bao (BDB),4 sao,8 tháng trước,N/A
2002,Vx Trần,5 sao,một năm trước,N/A
2003,Huỳnh Duy,3 sao,một năm trước,N/A
2004,henny wong,4 sao,2 năm trước,N/A
2005,Khanh Truong,5 sao,một năm trước,N/A
2006,Monn Nguyễn,2 sao,2 năm trước,N/A
2007,Đình Trung Trần,5 sao,2 năm trước,N/A
2008,Văn Khoa Cao,4 sao,2 năm trước,N/A
2009,doan hong,5 sao,một tuần trước,N/A
2010,Hiền Kiều Tấn,5 sao,7 tháng trước,N/A
2011,Phát,5 sao,một năm trước,N/A
2012,Haoman Nguyen,5 sao,một năm trước,N/A
2013,Khoi Dinh Tran,5 sao,một năm trước,N/A
2014,Truc Phan Quang,5 sao,3 tháng trước,N/A
2015,Tan Vo,5 sao,3 tháng trước,N/A
2016,Tú Nguyễn,4 sao,một tháng trước,N/A
2017,Aeson Chen,5 sao,một năm trước,N/A
2018,Xuan Triet Nguyen,5 sao,2 năm trước,N/A
2019,Phù A Sim,5 sao,2 năm trước,N/A
2020,Thi Huynh,5 sao,một năm trước,N/A
2021,Đức Hùng Nguyễn,5 sao,5 tháng trước,N/A
2022,Richard Wright,5 sao,10 tháng trước,N/A
2023,Tổ Đằng Trương,5 sao,2 năm trước,N/A
2024,Nguyen Minh Hung,5 sao,một năm trước,N/A
2025,Minh Quan Pham,1 sao,11 tháng trước,N/A
2026,Chương Lee,4 sao,8 tháng trước,N/A
2027,Hoàng Vy,5 sao,3 tháng trước,N/A
2028,Minh Tăng Lý Xuân,5 sao,2 năm trước,N/A
2029,Son Hong,4 sao,một năm trước,N/A
2030,Huy Duong,5 sao,một năm trước,N/A
2031,XQT,5 sao,8 tháng trước,Quán nhỏ gọn. Các bạn nhân viên nhiệt tình. Nước uống ổn. Giá các món nước và bánh thấp nhất là 29k. …
2032,Gia Mẫn,4 sao,2 tháng trước,"Nhân viên dễ thương, nhiệt tình, không gian bên trong quán có máy lạnh kiểu hơi nhỏ xinh, bàn xếp hơi chật, bên ngoài sẽ có nhiều bàn hơn. Nên đến trải nghiệm ạ"
2033,Mai Trang,5 sao,một năm trước,"Nằm trong toà nhà của Viettel nhưng không gian rộng rãi, thoải mái có cả trong nhà và ngoài trời; decor cũng khá đẹp. Nhân viên lịch sự và nhẹ nhàng. Đồ uống pha chế cũng ổn như các chi nhánh khác."
2034,Official Mr Y,1 sao,5 tháng trước,Oder lu cf sữa nữa tiếng đồng hồ. Ly nước để trên quầy sẵn lâu thật lâu tan cả đá mới thấy báo rung. Lạy.
2035,hung vu,4 sao,3 năm trước,"- Trà sữa trân châu: Trà thơm, mùi ko quá xịn nhưng cũng ko phải loại rẻ rúng ngoài chợ, kiểu trà túi lọc. Trân châu cho cũng nhiều. Mới hút lên thấy mềm mềm thơm thơm cơ mà nhai thì tụt mood: nấu chưa chín má ơi. Ở ngoài mềm ở trong cứng …"
2036,Duyên Trịnh,5 sao,4 tháng trước,Mình thích uống Highland hơn các hãng phúc long. Trà ở đây thanh hơn. Mà lâu lâu sẽ bị ngọt hơn ở mấy nơi khác. Nói chung là uống ngon. Không gian phù hợp để trò chuyện và trao đổi công việc
2037,Hoàng Viết,5 sao,6 tháng trước,"Không gian mát mẻ, sạch sẽ cực kì"
2038,Ruth Leo “Southpaw”,5 sao,2 năm trước,"Đồ uống ngon
Phục vụ tốt
Cảnh đẹp."
2039,Hồng Lê Diệu,4 sao,2 năm trước,"Ngay mặt tiền Vincom, diện tích hơi nhỏ.
Nhân viên chưa thấy chủ động giới thiệu các promtion cho khách. Trà sen vàng vẫn okay"
2040,Manh Doan Nguyen,3 sao,2 tháng trước,"Nằm ở TTTM Maximark, không gian vừa phải, không có máy lạnh, ổ điện không hoạt động"
2041,Trung Tran,4 sao,6 tháng trước,"Có buổi làm việc nhóm tại quán, ngoài ngoài như có quạt, thoáng mát. Phí trong là phòng lạnh nhân viên nhiệt tình, lễ phép."
2042,Quyen Tang,3 sao,6 tháng trước,"Đồ uống như các chi nhánh Highlands khác, tuy nhiên nhân viên không có biết về các chương trình khuyến mãi của quán, nên không hướng dẫn được cho khách các quyền lợi tốt nhất, khi đưa voucher, quán cũng khống biết xài, nói áp dụng địa chỉ …"
2043,Phong Triệu Huy,5 sao,3 năm trước,"Vị trí thuận lợi, xuống hầm gửi xe nếu ngồi lâu, lên cầu thang là tới, nếu uống nhanh thì có thể để xe ở ngoài"
2044,Duy Ngo,3 sao,3 năm trước,"Quán chung siêu thị nên khá nóng, ko quay lại 😞 …"
2045,Thanh Local Guide,4 sao,3 năm trước,Chuỗi cà phê tôi yêu thích
2046,0971036822 Phân dơi,4 sao,5 năm trước,"Thức uống và các món ăn nhẹ rất ngon, phục vụ tốt. Cuối tuần thường rất đông người muốn có chỗ ngồi đẹp phải đi sớm."
2047,Thị Kim Anh Nguyễn,4 sao,4 năm trước,Highlands thì khỏi phải chê từ chất lượng đến nhân viên...
2048,Vũ Lê,5 sao,3 tháng trước,Không gian quá tuyệt! Đồ uống ngon
2049,Alex,4 sao,6 năm trước,"Thương hiệu đã nổi tiếng lâu rồi, không gian và chất lượng phục vụ cũng không có gì để bàn. Tuy nhiên menu nên phong phú thêm nữa, ít lựa chọn và thức uống không mang tính riêng biệt nhiều."
2050,Hoàng Hải,3 sao,2 năm trước,"Nhân viên khá dễ thương, thức uống bình thường"
2051,Mai Nguyễn,4 sao,3 năm trước,Bánh mousse đào cực kì ngon nha. Highly recommend. Còn ly ice blended trà xanh thì hmmm ko ngon lắm :> mặc dù mình là người nghiện trà xanh
2052,Xiu Xiu,1 sao,5 tháng trước,"Mình muốn khiếu nại nhân viên của bên bạn

Quán trên đường 285 cách mạng tháng 8 quận 10 tp hcm …"
2053,TRƯƠNG NGUYỄN BẢO LỘC,1 sao,2 năm trước,Để xe ở ngoài ko có người trông bị mất cái nón bảo hiểm xịn 😓 …
2054,Chung Anh Hào,5 sao,2 năm trước,Lại là Best Sellers Trà Sen Vàng thật sự vô Highlands Coffee ko biết kêu gì ngoài món này vì quá best. 10 điểm
2055,Hoàng Lê Huy,5 sao,3 năm trước,"Cà phê ngon, không gian rộng rãi"
2056,Tấn Phong LTP,5 sao,3 năm trước,Cafe ngon :) khoái mỗi cafe
2057,Thuan Nguyen,5 sao,4 năm trước,Mát mẻ và không ồn ào.
2058,MÃ NGỌC HUYỀN TRÂN,4 sao,3 năm trước,Vị trí đẹp.Cafe và bánh mì ngon .
2059,Hoang Nguyen,4 sao,4 năm trước,"Chỗ đẹp, có ngoài trời"
2060,hieu nguyen,5 sao,3 năm trước,Tốt view đẹp mát mẻ
2061,Nguyễn Hà (Jackie),4 sao,4 năm trước,Wc phải lên tầng 4 :(
2062,Hoa BT,4 sao,5 năm trước,"Nhân viên nhiệt tình, dễ thương nhưng không có phòng máy lạnh và rất ồn vì sát đường."
2063,Bác Sĩ Lan Ninh,5 sao,3 tháng trước,Ngon. Ngày nào cũng mua
2064,Thổ địa - MỌI NGƯỜI & CHIA SẺ,5 sao,một năm trước,"Luôn đông đúc, oder chịu khó đợi hơi lâu do tiệm phục vụ khách ship mang đi nhiều"
2065,Anh Khoa Lê Trần,4 sao,một năm trước,"Quán thoáng, có khu ngoài trời trong thời điểm covid, nhân viên lịch sự, vui vẻ.
Giá ổn định, ko thay đổi nhiều, hợp lý."
2066,Qua Tran Minh,4 sao,5 năm trước,"Nhân viên dễ thương, thân thiện. Nhưng quán ở ngoài trời, ko có máy lạnh. Cảm giác ko thích lắm."
2067,Duong Suong,3 sao,2 năm trước,"nước ổn
View xe hơi của Vin
Qua Vinmart ăn trưa cũng …"
2068,trieuvy nguyendang,5 sao,5 năm trước,"Nhân viên nhiệt tình, khá tốt, cafe ngon đậm đà"
2069,Sam Pham,5 sao,3 năm trước,"Nhân viên nhiệt tình dù mình ngồi rất lâu 4,5 tiếg liền nhưng thái độ nv vẫn ok. Còn cho mượn dây sạc nữa . Rất hài lòng"
2070,Minh Hieu Do Thi,5 sao,4 năm trước,"Trà vải ở đây rất ngon tuy nhiên rất mau hết, khung cảnh tạm được, nhưng vấn đề vệ sinh cần phải xem lại, có quá nhiều người hút thuốc tại quán này"
2071,Lee Pun,4 sao,2 năm trước,"Có hẹn bạn tới để ngồi chơi game =))))
Quán có 2 khu vực bên ngoài và bên trong hôm đó do bên trong quá lạnh nên bạn mình ra ngoài.Bản thân mình thì không thích ngồi máy lạnh cho lắm nên mình rất ưng các quán có khu vực ngoài trời"
2072,Nguyễn Thị Hương,4 sao,5 năm trước,đợi hơi lâu được cái đồ uống ngon
2073,Kim Châu Huỳnh,5 sao,4 năm trước,"- Trà thạch vải rất ngon, mà hơi ít miếng vải. Cà phê đen thơm.
- Quán không gian thoải mái.
- Nhân viên thân thiện"
2074,Le Luan,5 sao,5 năm trước,Tuyệt vời.
2075,Ngô An Phú 84-18,4 sao,3 năm trước,"Bánh và nước uống khá ngon, không gian thoáng mát, nhân viên ok"
2076,Đinh Minh Tuấn,4 sao,3 năm trước,"Nếu tìm một nơi để thoải mái tinh thần làm việc hoặc đơn giản chỉ muốn tìm một nơi có thể trò chuyện cùng bạn bè thì mô hình hight land là 1 lựa chọn tốt. Không gian rộng rãi,  có kv trong và ngoài dành cho những ai thích không khi tự nhiên …"
2077,Duy Nguyen,1 sao,3 năm trước,"Nhân viên giữ xe rất khó chịu, mấy lần đầu mình thông cảm nhưng lặp lại nhiều lần thái độ nên không chấp nhận dc."
2078,Huong Pham,5 sao,4 năm trước,"Nhân viên thái độ tốt, nước hợp khẩu vị, không gian thoải mái thư giãn đọc sách đều ok. Nói chung là chịu 😁 …"
2079,Phượng Vũ,4 sao,5 năm trước,"Quán thoáng mát do ngồi ngoài trời, tuy nhiên trưa nóng. Nhân viên nhiệt tình, nhưng pha chế hơi chậm."
2080,the best of pop duybui,3 sao,4 năm trước,"Cô bé mắt kính tính mặt khó chịu và không vui vẻ với khách hàng, lúc tính tiền thì làm rằm rằm, u ca phê mất vui"
2081,Ying Yue,5 sao,5 năm trước,Không gian thoáng mát.
2082,Trung Khánh Ngô,4 sao,5 năm trước,"Các loại cà phê rất ngon, phục vụ chuyên nghiệp."
2083,Việt,3 sao,5 năm trước,"Quán đẹp, đôi khi phải gửi xe ở khu vực siêu thị, mất phí"
2084,Linh Nguyen Hoang,4 sao,4 năm trước,"Thức uống ngon, phục vụ chu đáo."
2085,Trường Giang Nguyễn,4 sao,4 năm trước,"Thức uống ngon.
Không gian thoải mái."
2086,Doan Nguyen,3 sao,4 năm trước,Đồ uống khác thì ngon nhất là sen vàng còn cafe thì ko hợp khẩu vị của mình
2087,Thong Nguyen,5 sao,4 năm trước,Cafe của Highlands thì ngon khỏi phải bàn rồi.. giá cũng rất hợp lí. Chỗ này có cả ở ngoài trời... tán chuyện cuối tuần cũng rất hợp
2088,Yeswert,2 sao,6 năm trước,"Iceblend ở đây ngon. Có điều phục vụ chán, đưa cái bill tính tiền xong bỏ đi nói chuyện, cười giỡn."
2089,Hoàng Kiều,4 sao,5 năm trước,Không gian mở nên hơi nóng. Phải gửi xe dưới hầm hoặc khu gữi xe của vincom nên khá bất tiện.
2090,Thức Nguyễn Xuân,5 sao,7 năm trước,Tuy giá có hơi cao nhưng những món ở đây thật tuyệt vời.
2091,Hung Vinh,4 sao,5 năm trước,Chỗ ngồi thỏa mái. Nhân viên nhiệt tình.
2092,Khang Nguyen,3 sao,6 năm trước,Không thích quán này cho lắm.
2093,Thuy Tram,4 sao,3 năm trước,Chỗ này tuy hơi nhỏ và không có giữ xe (phải vô Vincom gửi) nhưng không quá ồn ào. Mình thích Highland ở đây
2094,Khôi Nguyễn Anh,5 sao,4 năm trước,Quán nước uống được. Nằm ngay trong siêu thị. Một chỗ trú mưa bất chợt lý tưởng
2095,Long Nguyen,4 sao,5 năm trước,"Trong mấy chỗ highlands, chỗ này địa điểm thoáng mát ngồi ngoài trời thường ko quá đông khách. Gửi xe thì gửi hầm maximark cũng tiện."
2096,NGỌC NGUYỄN,5 sao,3 năm trước,Anh nhân viên chị phục vụ cute vãi chưởng
2097,Vũ Nguyễn,5 sao,3 năm trước,Chỗ ngồi hơi chật tí. Nhưng bon chen được
2098,Hung Nguyen,4 sao,6 năm trước,"View đẹp, chất lượng ổn. Nhưng nóng vào buổi trưa chiều"
2099,Sơn ng- tr-,5 sao,3 năm trước,"Highlands thì chuẩn mà... Ai bụng yếu, dạ dày hay tim mà ko quen cafe, trà thì ko nên uống cafe, trà xanh ở đây vì đúng chất và rất mạnh..."
2100,Hòa Nguyễn,4 sao,3 năm trước,"Thoáng, giá cả vừa phải so với vùng trung tâm. Cafe ngon"
2101,Thanh Quyến,5 sao,một năm trước,Rất tuyệt vời. Nhân viên thân thiện dễ thương. Phục vụ chuyên nghiệp.
2102,ngoc my dao,4 sao,3 năm trước,Mình bị mất 2 lần tiền . Vừa quẹt thẻ bị trử vừa thanh toán tiền mặt highland 3/2 ngày 20.10. Nhân viên cửa hàng k chuyên nghiệp các nơi khác.
2103,Huy Quốc,5 sao,3 năm trước,"Thức uống ngon, rất thích thức uống của highlands"
2104,Mai Hthao,4 sao,một năm trước,"Không gian rộng, phù hợp yêu cầu an toàn mùa COVID"
2105,Mizen,4 sao,5 năm trước,"Highland Coffee - 3/2

Bữa đi Highland ở đây do có khuyến mại trên Samsung :v, vô mua một đống bánh …"
